Population,Region,Coordinates,Latitude,Longitude,Anatolian Neolithic Farmer,Caucasus Hunter Gatherer,Zagrosian Neolithic Farmer,Natufian Hunter Gatherer,Eastern Hunter Gatherer,Western Hunter Gatherer,North African Neolithic Farmer,Ancient Ancestral South Indian,Amerindian,Melanesian,Australian Hunter Gatherer,Southeast Asian Neolithic Farmer,Arctic Hunter Gatherer,Amur River Hunter Gatherer,Jomon Hunter Gatherer,Yellow River Neolithic Farmer,East African Hunter Gatherer,South African Hunter Gatherer,West African Hunter Gatherer
Southeast*Asia:China:Zhuang*(China),East Asia,"23.6,108.3",23.6,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,0.0,0.0,0.0,48.8,0.0,0.0,0.0
Southeast*Asia:Indonesia:Anakalangu*(Indonesia),Oceania,"-9.63425,119.605",-9.63425,119.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,66.2,0.0,0.0,8.8,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Bajo,Oceania,"-5.535833333,123.7580556",-5.535833333,123.7580556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.0,69.4,0.0,0.0,13.8,0.4,0.0,0.0,0.0
Southeast*Asia:Indonesia:Balinese*(Indonesia),Oceania,"-8.35714,115.075",-8.35714,115.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,98.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Javanese*(Indonesia),Oceania,"-7.001,109.287",-7.001,109.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Kambera*(Rindi),Oceania,"-9.88447,120.235",-9.88447,120.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,67.6,0.0,0.0,8.6,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Lamaholot*(Bama),Oceania,"-8.2836,124.3033",-8.2836,124.3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,0.0,49.8,0.0,0.0,9.6,0.4,0.0,0.0,0.0
Southeast*Asia:Indonesia:Lamaholot*(Hadakewa),Oceania,"-8.3698,123.5473",-8.3698,123.5473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,46.6,0.0,0.0,9.2,1.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Lebbo*(Indonesia),Oceania,"1.05,116.3166667",1.05,116.3166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,0.0,0.0,6.8,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Mandar*(Indonesia),Oceania,"-3.34717,119.068",-3.34717,119.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,79.4,0.0,0.0,15.8,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Mentawai*(Indonesia),Oceania,"-1.41092,98.9401",-1.41092,98.9401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,0.0,0.0,13.0,3.4,0.0,0.0,0.0
Southeast*Asia:Indonesia:Ngadha*(Indonesia),Oceania,"-8.79508,120.976",-8.79508,120.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,55.2,0.0,0.2,6.4,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Nias*(Indonesia),Oceania,"0.90691,97.4961",0.90691,97.4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,0.0,0.0,12.8,4.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Rampasasa*(Manggarai),Oceania,"-8.612777778,120.4625",-8.612777778,120.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,70.8,0.0,0.0,4.2,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Tetum*(Kamanasa),Oceania,"-9.535003546,124.9185898",-9.535003546,124.9185898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.4,0.0,42.8,0.0,0.0,6.0,4.8,0.0,0.0,0.0
Southeast*Asia:Indonesia:Tetum*(Umaklaran),Oceania,"-9.088199064,124.9450339",-9.088199064,124.9450339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,52.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0
Southeast*Asia:Indonesia:Tetum*(Umanenlawalu),Oceania,"-9.583366475,124.9146133",-9.583366475,124.9146133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,0.0,46.6,0.0,0.0,7.4,3.8,0.0,0.0,0.0
Southeast*Asia:Indonesia:Toba*Batak*(Indonesia),Oceania,"2.35498,99.1761",2.35498,99.1761,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,0.0,0.0,19.4,0.0,0.0,0.0,0.0
Southeast*Asia:Laos:Lao*(Laos),East Asia,"19.0,102.46",19.0,102.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,0.0,0.0,0.0,15.2,0.0,0.0,0.0
Southeast*Asia:Laos:Mal*(Htin),East Asia,"19.25,101.75",19.25,101.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Southeast*Asia:Malaysia:Jehai,East Asia,"5.63695,101.541",5.63695,101.541,0.0,0.4,0.0,0.4,1.2,0.0,0.4,26.6,0.8,5.4,0.0,63.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0
Southeast*Asia:Malaysia:Malay*(Malaysia),East Asia,"3.08896,101.699",3.08896,101.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,83.0,0.0,0.0,15.6,0.6,0.0,0.0,0.0
Southeast*Asia:Malaysia:Malay*(Singapore),East Asia,"1.283333333,103.8333333",1.283333333,103.8333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.4,0.0,87.6,0.0,0.0,10.8,0.0,0.0,0.0,0.0
Southeast*Asia:Philippines:Aeta*(Philippines),Oceania,"15.46666667,120.75",15.46666667,120.75,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.6,0.0,12.2,0.0,48.4,0.0,0.0,32.2,0.0,0.0,2.0,0.2
Southeast*Asia:Philippines:Agta*(Philippines),Oceania,"13.93333333,121.6166667",13.93333333,121.6166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,13.4,0.0,45.0,0.0,0.0,35.4,0.0,0.6,2.0,0.0
Southeast*Asia:Philippines:Batak*(Philippines),Oceania,"10.1115,119.025",10.1115,119.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,59.4,0.0,0.0,28.8,0.0,0.0,0.2,0.0
Southeast*Asia:Philippines:Filipino*(Luzon),Oceania,"16.0,121.0",16.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.2,0.0,0.0,20.4,14.4,0.0,0.0,0.0
Southeast*Asia:Philippines:Igorot*(Philippines),Oceania,"17.33333333,120.95",17.33333333,120.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,14.8,16.6,0.0,0.0,0.0
Southeast*Asia:Philippines:Visayan*(Philippines),Oceania,"11.0,123.5",11.0,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.2,27.8,0.0,0.0,0.0,0.0
Southeast*Asia:Taiwan:Ami*(Taiwan),East Asia,"23.0917,121.348",23.0917,121.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,10.4,20.6,0.0,0.0,0.0
Southeast*Asia:Taiwan:Atayal*(Taiwan),East Asia,"24.5209,121.388",24.5209,121.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8,0.0,0.0,9.0,25.2,0.0,0.0,0.0
Southeast*Asia:Taiwan:Formosan*(Taiwan),East Asia,"22.67527778,120.4913889",22.67527778,120.4913889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6,0.0,0.0,9.6,23.8,0.0,0.0,0.0
Southeast*Asia:Thailand:Karen*(Thailand),East Asia,"18.0048,99.6382",18.0048,99.6382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.4,0.6,0.0,0.0,37.0,0.0,0.0,0.0
Southeast*Asia:Thailand:Khmer*(Thailand),East Asia,"14.4674,103.863",14.4674,103.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Asia:Thailand:Kuy*(Thailand),East Asia,"14.6698,104.911",14.6698,104.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,96.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Southeast*Asia:Thailand:Lawa*(Thailand),East Asia,"19.8678,99.2057",19.8678,99.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,61.2,0.0,0.0,0.0,36.2,0.0,0.0,0.0
Southeast*Asia:Thailand:Maniq*(Thailand),East Asia,"5.97,101.3269444",5.97,101.3269444,0.4,0.0,2.2,0.0,0.0,0.0,0.6,28.2,0.0,6.6,1.2,58.2,2.2,0.0,0.0,0.0,0.4,0.0,0.0
Southeast*Asia:Thailand:Mlabri*(Thailand),East Asia,"18.5533,101.163",18.5533,101.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Southeast*Asia:Thailand:Mon*(Thailand),East Asia,"15.49394,98.122465",15.49394,98.122465,0.6,0.2,3.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,49.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0
Southeast*Asia:Thailand:Nyah*Kur*(Thailand),East Asia,"15.8909,101.515",15.8909,101.515,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.2,0.0,0.0,89.6,0.0,0.0,0.0,2.8,0.0,0.0,0.0
Southeast*Asia:Thailand:Tai*Lue*(Thailand),East Asia,"21.0321,101.282",21.0321,101.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0,0.0,0.0,40.4,0.0,0.0,0.0
Southeast*Asia:Thailand:Thai*(Thailand),East Asia,"14.192,100.671",14.192,100.671,1.0,0.2,2.8,0.0,0.0,0.0,0.0,5.2,0.2,0.0,0.0,62.6,0.0,0.0,4.8,23.2,0.0,0.0,0.0
Southeast*Asia:Vietnam:Kinh*(Vietnam),East Asia,"20.681188,105.774071",20.681188,105.774071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,0.0,0.0,0.0,44.8,0.0,0.0,0.0
Southeast*Europe:Aegean*Sea:Greek*(Crete),Europe,"35.20166667,24.90166667",35.20166667,24.90166667,55.8,14.0,10.4,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Aegean*Sea:Greek*(Fourni-Ikaria-Samos),Europe,"37.75,26.83333333",37.75,26.83333333,58.8,13.4,6.0,8.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Aegean*Sea:Greek*(Fourni-Ikaria),Europe,"37.56666667,26.5",37.56666667,26.5,60.8,9.6,9.6,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Aegean*Sea:Greek*(Kos),Europe,"36.85,27.23333333",36.85,27.23333333,57.2,14.4,12.8,7.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Aegean*Sea:Greek*(Rhodes),Europe,"36.16666667,27.93333333",36.16666667,27.93333333,56.8,13.6,13.8,8.2,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Albania:Albanian,Europe,"41.0,20.0",41.0,20.0,64.2,9.6,2.8,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Bosniak,Europe,"43.859,17.046",43.859,17.046,52.4,9.2,0.0,0.0,34.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Bosniak*(Croatia),Europe,"45.81666667,15.98333333",45.81666667,15.98333333,52.4,8.8,0.0,0.0,34.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Bulgarian,Europe,"43.3646,25.047",43.3646,25.047,56.6,10.2,2.6,0.0,28.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Croat,Europe,"45.555,15.982",45.555,15.982,50.6,8.0,0.0,0.0,35.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Croat*(Bosnia),Europe,"43.45,17.81666667",43.45,17.81666667,53.4,8.0,0.0,1.0,35.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Montenegrin,Europe,"42.5,19.3",42.5,19.3,55.2,9.8,0.0,0.0,31.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:North*Macedonian,Europe,"42.0,21.43333333",42.0,21.43333333,60.2,10.4,1.0,0.0,27.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Serb,Europe,"44.3238,21.9192",44.3238,21.9192,55.4,9.2,0.0,0.0,32.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Serb*(Bosnia),Europe,"44.75,17.31666667",44.75,17.31666667,54.0,7.0,0.0,0.0,34.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Slav:Serb*(Croatia),Europe,"45.22861111,18.91666667",45.22861111,18.91666667,55.6,8.4,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Balkan*Turkish:Turkish*(Deliorman),Europe,"43.5,26.75",43.5,26.75,48.2,11.6,5.4,2.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0
Southeast*Europe:Balkan*Turkish:Turkish*(Rumeli),Europe,"41.0,21.33333333",41.0,21.33333333,48.4,9.2,9.2,2.8,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,2.4,0.0,0.0,0.0
Southeast*Europe:Gagauz:Gagauz,Europe,"44.59876,28.02769",44.59876,28.02769,55.4,13.0,3.6,0.2,26.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Central*Greece),Europe,"38.7,22.7",38.7,22.7,62.0,10.8,6.8,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Central*Macedonia),Europe,"40.7,23.0",40.7,23.0,62.0,10.4,4.2,0.2,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(East*Macedonia*and*Thrace),Europe,"41.2,25.0",41.2,25.0,61.2,8.4,5.2,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Eastern*Rumelia),Europe,"42.15,24.75",42.15,24.75,60.2,11.8,4.4,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Epirus),Europe,"39.6,20.8",39.6,20.8,62.6,7.2,6.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Heptanese*Corfu),Europe,"39.58333333,19.86666667",39.58333333,19.86666667,58.6,14.6,2.0,3.8,20.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Arcadia),Europe,"37.58333333,22.25",37.58333333,22.25,61.2,9.6,5.8,3.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Argolis),Europe,"37.66666667,22.83333333",37.66666667,22.83333333,63.6,9.2,5.4,0.0,20.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Elis),Europe,"37.66666667,21.5",37.66666667,21.5,60.4,12.0,4.2,2.8,20.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Laconia*Monemvasia*Municipality),Europe,"36.68333333,23.05",36.68333333,23.05,61.0,11.2,5.0,4.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Laconia*Sparta*Municipality),Europe,"37.08194444,22.42361111",37.08194444,22.42361111,59.6,9.6,7.6,1.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Messinia*Messini),Europe,"37.05,22.0",37.05,22.0,62.4,14.8,0.0,2.4,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Mainland*Greece:Greek*(Thessaly),Europe,"39.6,22.2",39.6,22.2,63.0,8.8,4.8,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeast*Europe:Romania:Romanian,Europe,"46.3913,24.2256",46.3913,24.2256,56.2,9.8,0.4,0.0,31.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Emirati*(A),Middle East,"24.0,54.0",24.0,54.0,6.2,3.2,26.2,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Saudi,Middle East,"24.0,45.0",24.0,45.0,5.4,2.4,21.0,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Al*Bayda),Middle East,"13.97638889,45.57083333",13.97638889,45.57083333,8.2,0.0,24.6,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Al*Jawf),Middle East,"16.78333333,45.51666667",16.78333333,45.51666667,9.6,0.0,22.0,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Dhamar),Middle East,"14.56666667,44.40166667",14.56666667,44.40166667,8.2,4.2,20.4,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Mahra),Middle East,"16.8,51.73333333",16.8,51.73333333,5.2,0.0,20.4,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Marib),Middle East,"15.46055556,45.32611111",15.46055556,45.32611111,10.2,1.4,21.4,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Araba),Europe,"42.85194444,-2.767222222",42.85194444,-2.767222222,59.6,3.2,0.0,0.0,22.2,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Baztan),Europe,"43.15,-1.516666667",43.15,-1.516666667,62.4,1.0,0.0,0.0,20.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Biscay),Europe,"43.25,-2.983333333",43.25,-2.983333333,60.4,4.0,0.0,0.0,19.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(France),Europe,"43.25,0.8333333333",43.25,0.8333333333,61.2,2.8,0.0,0.0,19.6,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Gipuzkoa),Europe,"43.16666667,-2.166666667",43.16666667,-2.166666667,61.4,2.6,0.0,0.0,20.4,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Lower*Navarre),Europe,"43.16666667,-1.233333333",43.16666667,-1.233333333,61.4,2.8,0.0,0.0,19.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Navarre*Center),Europe,"42.75472222,-1.633333333",42.75472222,-1.633333333,61.8,3.6,0.0,0.0,20.2,14.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Navarre*North),Europe,"43.28055556,-1.681944444",43.28055556,-1.681944444,61.6,3.0,0.0,0.0,18.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Roncal),Europe,"42.83277778,-0.8877777778",42.83277778,-0.8877777778,61.2,2.4,0.0,0.0,20.6,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Soule),Europe,"43.23333333,-0.8833333333",43.23333333,-0.8833333333,63.0,2.4,0.0,0.0,18.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Basque:Basque*(Spain),Europe,"42.83333333,-2.683333333",42.83333333,-2.683333333,62.4,1.8,0.0,0.0,19.2,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Auvergne-Rhone-Alpes*Haute-Loire),Europe,"45.0,4.0",45.0,4.0,60.2,4.8,0.0,0.0,26.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Haute-Vienne),Europe,"45.83333333,1.266666667",45.83333333,1.266666667,57.8,7.4,0.0,0.0,23.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Landes*Chalosse),Europe,"43.69333333,-0.73",43.69333333,-0.73,60.8,4.0,0.0,0.0,20.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Landes*Chalosse*Dax),Europe,"43.71666667,-1.05",43.71666667,-1.05,60.0,5.6,0.0,0.0,19.4,14.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Nouvelle*Aquitaine*Pyrenees-Atlantiques*Bearn),Europe,"43.25,0.8333333333",43.25,0.8333333333,61.4,3.8,0.0,0.0,20.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Occitanie*Gard),Europe,"44.12805556,4.081666667",44.12805556,4.081666667,64.0,2.8,0.0,0.0,26.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Occitanie*Haute-Garonne),Europe,"43.41666667,1.5",43.41666667,1.5,61.8,4.2,0.0,0.0,24.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Occitanie*Hautes-Pyrenees*Bigorre),Europe,"43.065,0.1505555556",43.065,0.1505555556,63.4,2.8,0.0,0.0,21.6,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Occitanie*Hautes-Pyrenees*Bigorre*Lourdes),Europe,"43.1,-0.05",43.1,-0.05,61.4,3.4,0.0,0.0,21.6,13.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Occitanie*Lozere),Europe,"44.33333333,3.6",44.33333333,3.6,55.6,10.6,0.0,0.0,22.6,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
